144,49,1
144,29,3
144,54,5
144,44,5
144,34,5
144,24,5
144,14,5
144,104,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,79,5
144,59,5
144,55,82
144,45,82
144,35,82
144,89,82
145,54,82
145,44,82
145,34,82
145,89,82
146,53,82
146,43,82
146,33,82
146,104,82
146,89,82
144,63,82
144,64,82
144,65,82
144,66,82
144,56,82
144,105,82
144,56,0
144,105,0
144,57,82
144,47,82
144,36,82
144,35,82
144,34,82
144,105,82
144,63,0
144,105,0
144,53,82
144,43,82
144,58,82
144,48,82
144,52,82
144,42,82
144,51,82
144,41,82
144,45,82
144,74,82
144,83,82
144,72,82
144,76,82
144,87,82
144,78,82
144,54,82
144,54,82
144,105,82
144,51,0
144,41,0
144,54,0
144,34,0
144,35,0
144,36,0
144,36,0
144,45,0
144,105,0
144,45,82
144,35,82
144,24,82
144,25,82
144,26,82
144,41,82
144,31,82
144,21,82
144,12,82
144,13,82
144,13,82
144,15,82
144,16,82
144,17,82
144,28,82
144,38,82
144,106,82
144,104,82
144,107,82
144,49,1
144,29,3
144,54,5
144,44,5
144,34,5
144,24,5
144,14,5
144,104,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,19,5
144,79,5
144,59,5
144,55,82
144,45,82
144,35,82
144,89,82
145,54,82
145,44,82
145,34,82
145,89,82
146,53,82
146,43,82
146,33,82
146,104,82
146,89,82
144,63,82
144,64,82
144,65,82
144,66,82
144,56,82
144,105,82
144,56,0
144,105,0
144,57,82
144,47,82
144,36,82
144,35,82
144,34,82
144,105,82
144,63,0
144,105,0
144,53,82
144,43,82
144,58,82
144,48,82
144,52,82
144,42,82
144,51,82
144,41,82
144,45,82
144,74,82
144,83,82
144,72,82
144,76,82
144,87,82
144,78,82
144,54,82
144,54,82
144,105,82
144,51,0
144,41,0
144,54,0
144,34,0
144,35,0
144,36,0
144,36,0
144,45,0
144,105,0
144,45,82
144,35,82
144,24,82
144,25,82
144,26,82
144,41,82
144,31,82
144,21,82
144,12,82
144,13,82
144,13,82
144,15,82
144,16,82
144,17,82
144,28,82
144,38,82
144,106,82
144,14,82
144,61,82
144,106,82
144,104,82
144,29,82
144,34,85
144,35,85
144,45,85
144,44,85
144,44,85
144,55,85
144,54,85
144,65,85
144,64,85
144,75,85
144,74,85
144,73,85
144,76,85
144,86,85
144,85,85
144,83,85
144,84,85
144,53,85
144,62,85
144,56,85
144,67,85
144,23,85
144,12,85
144,26,85
144,17,85
144,105,85
144,17,0
144,26,0
144,105,0
144,89,85
145,25,85
145,15,85
145,89,85
146,26,85
146,17,85
146,89,85
144,89,85
145,89,85
146,89,85
144,105,85
144,26,0
144,17,0
144,105,0
144,26,85
144,17,85
144,89,85
145,105,85
145,26,0
145,17,0
145,105,0
145,24,85
145,14,85
145,105,85
145,24,0
145,14,0
145,105,0
145,89,85
146,24,85
146,14,85
146,105,85
146,23,0
146,12,0
146,105,0
146,89,85
144,89,85
145,23,85
145,12,85
145,105,85
145,24,0
145,14,0
145,105,0
145,62,85
145,53,85
145,53,85
145,105,85
145,62,0
145,53,0
145,105,0
145,89,85
146,89,85
144,105,85
144,72,0
144,62,0
144,53,0
144,105,0
144,43,85
144,32,85
144,89,85
145,46,85
145,37,85
145,53,85
145,62,85
145,105,85
145,43,0
145,32,0
145,56,0
145,67,0
145,105,0
145,104,85
145,89,85
146,69,85
146,73,81
146,63,81
146,62,81
146,72,81
146,76,81
146,66,81
146,67,81
146,77,81
146,89,81
144,32,81
144,23,81
144,24,81
144,25,81
144,26,81
144,37,81
144,47,81
144,42,81
144,19,81
144,39,81
144,39,79
144,89,79
145,22,79
145,32,79
145,43,79
145,44,79
145,45,79
145,46,79
145,37,79
145,27,79
145,89,79
146,89,79
144,79,79
144,69,79
144,59,81
144,69,82
144,105,81
144,105,0
144,89,81
145,105,81
145,42,0
145,32,0
145,23,0
145,24,0
145,25,0
145,26,0
145,37,0
145,47,0
145,105,0
145,79,81
145,19,81
145,19,81
145,19,81
145,79,81
145,79,81
145,79,81
145,29,81
145,29,90
145,32,90
145,79,90
145,79,90
145,79,90
145,39,90
145,79,104
145,79,104
145,79,104
145,79,104
145,79,104
145,79,104
145,79,104
145,79,104
145,37,104
145,79,104
145,79,104
145,79,104
145,79,104
145,79,104
145,49,104
145,37,38
145,27,38
145,46,38
145,45,38
145,44,38
145,43,38
145,32,38
145,22,38
145,89,38
146,89,38
144,19,38
144,19,38
144,19,38
144,19,38
144,19,38
144,19,38
144,19,38
144,89,38
145,89,38
146,89,38
144,79,38
144,59,38
144,105,7
144,72,0
144,62,0
144,63,0
144,73,0
144,76,0
144,66,0
144,67,0
144,77,0
144,105,0
144,72,7
144,63,7
144,54,7
144,77,7
144,66,7
144,55,7
144,105,7
144,54,0
144,55,0
144,105,0
144,105,7
144,72,0
144,63,0
144,66,0
144,77,0
144,105,0
144,89,7
145,72,7
145,63,7
145,77,7
145,66,7
145,89,7
146,89,7
144,79,7
144,79,7
144,79,7
144,79,7
144,79,7
144,79,7
144,79,7
144,29,7
144,106,45
144,73,45
144,62,45
144,76,45
144,67,45
144,72,45
144,63,45
144,77,45
144,66,45
144,105,45
144,105,0
144,89,45
145,105,45
145,73,0
145,62,0
145,76,0
145,67,0
145,105,0
145,79,45
145,79,45
145,79,45
145,29,45
145,72,60
145,63,60
145,77,60
145,66,60
145,106,60
145,106,60
